Feature ID	Domain	Phylum	Class	Order	Family	Genus	Species
f9b725dcaeca5b57328937a475e8a87a	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	Chloroplast	Chloroplast	Attheya_septentrionalis
c6bbe3d8a969673cc5883c59d3ec05c1	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Aurantivirga	Aurantivirga_profunda
b245030981a688f6133298ef57102ddb	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Saprospiraceae	Aureispira	Aureispira_maritima
9d16dafd9e3c68b77db0576c5ce81669	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	Chloroplast	Chloroplast	Aureococcus_anophagefferens
8846e334f7ee155c65dc88299e03d88e	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	Chloroplast	Chloroplast	Aureococcus_anophagefferens
13e901c11bca01d956c297138859b47f	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	Chloroplast	Chloroplast	Aureococcus_anophagefferens
52c2570deba4816c3ba1368a2f389986	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	Chloroplast	Chloroplast	Aureococcus_anophagefferens
d7380ce1b88f1b6ad39c8e0ff05049a2	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	Chloroplast	Chloroplast	Aureococcus_anophagefferens
5dac2be2f873d72c3973305c31521df3	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	Chloroplast	Chloroplast	Aureococcus_anophagefferens
33710095af4d10c80e36a6e6cb82bae3	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	Chloroplast	Chloroplast	Aureococcus_anophagefferens
dd9abf7090f468dfed0c121240a765a0	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	Chloroplast	Chloroplast	Aureococcus_anophagefferens
20f8d3e9aa939ba6abd3fa5f6b06ae73	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	Chloroplast	Chloroplast	Aureococcus_anophagefferens
2283ec7c006b506632b75cd2f2fc2500	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	Chloroplast	Chloroplast	Aureococcus_anophagefferens
91f58c6512337604d1ccd94328539bf2	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	Chloroplast	Chloroplast	Aureococcus_anophagefferens
412b9b54c90ea557adbf9c51d19cfaa6	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	Chloroplast	Chloroplast	Aureococcus_anophagefferens
30dc0a43d349787afcaf022f21fe19d3	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	Chloroplast	Chloroplast	Aureococcus_anophagefferens
755e25942c5ce11f1b1d0aef674a02d0	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	Chloroplast	Chloroplast	Aureococcus_anophagefferens
761b34fba5d3832db07f85e511cdfbba	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	Chloroplast	Chloroplast	Aureococcus_anophagefferens
793ca9dd79a6086b25a28f222968fc90	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	Chloroplast	Chloroplast	Aureococcus_anophagefferens
f5b672de7a8f5a1eb01b892fa655873c	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	Chloroplast	Chloroplast	Aureococcus_anophagefferens
3a502e07e0c8dd282de3bf0ff58a726b	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	Chloroplast	Chloroplast	Aureococcus_anophagefferens
e7396de9b8ed577a967b0e0d1e14642d	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	Chloroplast	Chloroplast	Aureococcus_anophagefferens
f4a5ea24fcc3364c55fa92bc6ee762bc	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	uncultured	bacterial_endosymbiont
6cd794c8b8c015943be2e33c36426319	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	uncultured	uncultured	bacterium_episymbiont
1496cd5ce1a0650933d8f454ff7c700d	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Blastopirellula	bacterium_SH1-10
af87bbdf9bb24e3add7da4569fb8d99e	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Blastopirellula	bacterium_SH1-10
cc69528c5003773bf82ab03fcbf2ec61	Bacteria	Proteobacteria	Gammaproteobacteria	SAR86_clade	SAR86_clade	SAR86_clade	bacterium_WHC4-9
d8ecdc9b8fc5c3b976429c04c5cb90a5	Bacteria	Proteobacteria	Gammaproteobacteria	SAR86_clade	SAR86_clade	SAR86_clade	bacterium_WHC4-9
9eda43cca293081b4bc149bfb6073a75	Bacteria	Proteobacteria	Gammaproteobacteria	SAR86_clade	SAR86_clade	SAR86_clade	bacterium_WHC4-9
3951e43a3446bf624c68ea9bea480ac5	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacteriaceae	Bacteroidetes_bacterium
a8651618911e5bb5d1066e5abca8f322	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	Chloroplast	Chloroplast	Bathycoccus_prasinos
20814b94c89ed520ca03cc4e0f84af1d	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Mitochondria	Berkeleya_fennica
1b5fe41deceeed54b6074c7d215dba0c	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Mitochondria	Berkeleya_fennica
4af6ff0321a605dd0cb5f369884df1a0	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Bernardetiaceae	Bernardetia	Bernardetia_litoralis
d224e737d0ce1ce1f2ca5af948c30f0d	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	Chloroplast	Chloroplast	Braarudosphaera_bigelowii
092a1e06d547999a906e5d843b2d57e7	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Brevundimonas	Brevundimonas_bullata
3d852410f44d21c92c9c55fbbb25187e	Bacteria	Cyanobacteria	Cyanobacteriia	Cyanobacteriales	Microcystaceae	Atelocyanobacterium_(UCYN-A)	Candidatus_Atelocyanobacterium
e6f42c535cf3849e1f1e12e7575561b7	Bacteria	Cyanobacteria	Cyanobacteriia	Cyanobacteriales	Microcystaceae	Atelocyanobacterium_(UCYN-A)	Candidatus_Atelocyanobacterium
93c203b801413421b085ac9f2d2945d5	Bacteria	Proteobacteria	Gammaproteobacteria	HOC36	HOC36	HOC36	Candidatus_Thioglobus
0f68bf0d2db1ff942fd51c0843f629e4	Bacteria	Proteobacteria	Gammaproteobacteria	HOC36	HOC36	HOC36	Candidatus_Thioglobus
c371def27b9d23f8fe3dcd6180e049c2	Bacteria	Proteobacteria	Gammaproteobacteria	HOC36	HOC36	HOC36	Candidatus_Thioglobus
9295e210744de3320f7689ed02dca78c	Bacteria	Proteobacteria	Gammaproteobacteria	HOC36	HOC36	HOC36	Candidatus_Thioglobus
4c60cf61d4b04a7441ddcd3c26b8cbe2	Bacteria	Proteobacteria	Gammaproteobacteria	HOC36	HOC36	HOC36	Candidatus_Thioglobus
aeefdb9f95e40cf135d07bcfe2380043	Bacteria	Proteobacteria	Gammaproteobacteria	HOC36	HOC36	HOC36	Candidatus_Thioglobus
117ccca90c35de53af69f7a6c9fc2b5c	Bacteria	Proteobacteria	Gammaproteobacteria	HOC36	HOC36	HOC36	Candidatus_Thioglobus
925c9b0cd1690a960430f444f014d8f2	Bacteria	Proteobacteria	Gammaproteobacteria	HOC36	HOC36	HOC36	Candidatus_Thioglobus
97955fd14d85aca8713230ad3d5889da	Bacteria	Proteobacteria	Gammaproteobacteria	HOC36	HOC36	HOC36	Candidatus_Thioglobus
c8733d9923232dd8b2fd97a6571d9aee	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	Alteromonadaceae	Catenovulum_maritimum
143b4919994b932cb14e2e079fb6899b	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	Alteromonadaceae	Catenovulum_maritimum
dea59b77b273c28b10738fcf308840d3	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	Chloroplast	Chloroplast	Chrysochromulina_sp.
ac4ce00669a3881d82f4197a0ccd2eca	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	Chloroplast	Chloroplast	Chrysochromulina_sp.
32c35bb13cd8c96164e7de815a0e28a6	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	Chloroplast	Chloroplast	Chrysochromulina_sp.
34bbff1ee596a2d6d67f9191a66e53e3	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	Chloroplast	Chloroplast	Chrysochromulina_sp.
cfdbd781e1c322d46b298b2ca6a70161	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	Chloroplast	Chloroplast	Chrysochromulina_sp.
43f3e9cda5343556259c7c734f74a418	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	Chloroplast	Chloroplast	Chrysochromulina_sp.
d3e0f065a39e9e7684fbdf501396b9e4	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	Chloroplast	Chloroplast	Chrysochromulina_sp.
3d47ffbc57718d1920a5f41b57ca31e2	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	Chloroplast	Chloroplast	Chrysochromulina_sp.
91c963f8bd71a2ac6ff42a12eb683edd	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	Chloroplast	Chloroplast	Chrysochromulina_sp.
8a5319190c56d4f9e434c5877dad763a	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	Chloroplast	Chloroplast	Chrysochromulina_sp.
431e042324024d4cf41d36aff736f218	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Colwelliaceae	Colwellia	Colwellia_beringensis
05d7c8d4ebaca0bf84040ba73a60e2bf	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Colwelliaceae	Colwellia	Colwellia_beringensis
d59d0e589695a463c5ea5cbd5bc1fb72	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Colwelliaceae	Colwellia	Colwellia_psychrerythraea
01e1a0c1fe2a1acce464662e745bf4ff	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Colwelliaceae	Colwellia	Colwellia_psychrerythraea
4d7bbb8c3ad9742ecff810628555e444	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Colwelliaceae	Colwellia	Colwellia_sp.
cb3e9090083e00300947886142283948	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Colwelliaceae	Colwellia	Colwellia_sp.
c7ba47b04c9230a5e1d0d4da18b602d8	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	Comamonas	Comamonas_aquatica
99e4f18da9d89e6c8ea47e492da5febb	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	Chloroplast	Chloroplast	Corethron_pennatum
616ef508a874fd64a9418229183fe8b0	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	Chloroplast	Chloroplast	Corethron_pennatum
5ff0c8de3284360ad3c5cfa24af2baad	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Croceibacter	Croceibacter_atlanticus
9a4fb9f69271eaefaa85de254e226ee8	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	Chloroplast	Chloroplast	Crustomastix_stigmatica
71e8a3649cb2e0826efcf804c3872ef0	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	Chloroplast	Chloroplast	Crustomastix_stigmatica
687ddd3215759428abd4c452ae3479f9	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	Chloroplast	Chloroplast	Cylindrotheca_closterium
07c746bc83ad0a05fcdcfcc201cd246c	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	Chloroplast	Chloroplast	Cymbomonas_tetramitiformis
4ea6aab0033ea21e8c2f20e99bb88687	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	Chloroplast	Chloroplast	Cymbomonas_tetramitiformis
ffae4a30dab802459530bff595fbaf97	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	Chloroplast	Chloroplast	Cymbomonas_tetramitiformis
e57f916c60a711193a31e25efdb76e12	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	Chloroplast	Chloroplast	Cymbomonas_tetramitiformis
595b701a2aa59b36a07da1f48ff45e53	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	Chloroplast	Chloroplast	Cymbomonas_tetramitiformis
1f5f16bc32cc7b4e5b3621ab23ae5d36	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	Chloroplast	Chloroplast	Cymbomonas_tetramitiformis
d0bf192080c0c968c9ed97a429d1ee6d	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	Chloroplast	Chloroplast	Cymbomonas_tetramitiformis
3cc16fb5b5c0dcd00987d1366dcc7dcd	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Maribacter	Cytophaga_sp.
e28fcd55147201a8969e1a7a13157970	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Maribacter	Cytophaga_sp.
b70d3782c8376da652c41981c3cdbeff	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Maribacter	Cytophaga_sp.
effc8e04000e0355d6abe12338b28b0e	Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Spongiibacteraceae	BD1-7_clade	Dasania_sp.
b85d37496b61d3dc2a2af9dced2abc19	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Dokdonia	Dokdonia_sp.
63d786403a331e0cf0f99840c4674d51	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Cyclobacteriaceae	Ekhidna	Ekhidna_sp.
2e51fa0db8d2cf6cabac348e5d568521	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	Chloroplast	Chloroplast	Emiliania_huxleyi
c8fc3489335770d53de6d00c2f22b65b	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	Chloroplast	Chloroplast	environmental_clone
a7f9e115219100b2e8c5ba31727e0812	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	Chloroplast	Chloroplast	environmental_clone
d5c570783058e28aa59f67cc87b6055b	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	Chloroplast	Chloroplast	environmental_clone
f679d95cac17a6fbafdab2ee17fdd160	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Yersiniaceae	Serratia	Ewingella_americana
fb246d8fa3dc40eea3d9db3044a919cb	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	Chloroplast	Chloroplast	Exanthemachrysis_gayraliae
fd6b8e8848f20c38ecb66c1a122d6b5b	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	Chloroplast	Chloroplast	Exanthemachrysis_gayraliae
a63fd8e21d7cce06c92441b1d21d3c62	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Flammeovirgaceae	Flammeovirga	Flammeovirga_arenaria
e85b1933ef64f12c11ff98e3399a6a1a	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	Flavobacterium_gelidilacus
76c4cba2fcd58f9f32c6126f38cb4924	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Winogradskyella	Flavobacterium_sp.
244ee912d703c9f8785e17f736a3f7ac	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Saccharospirillaceae	Litoribacillus	gamma_proteobacterium
0d439c1291c583e4400c799cf65514d9	Bacteria	Gemmatimonadota	BD2-11_terrestrial_group	BD2-11_terrestrial_group	BD2-11_terrestrial_group	BD2-11_terrestrial_group	Gemmatimonadetes_bacterium
88fbdc2700d41cb1a981a78cae02d378	Bacteria	Gemmatimonadota	BD2-11_terrestrial_group	BD2-11_terrestrial_group	BD2-11_terrestrial_group	BD2-11_terrestrial_group	Gemmatimonadetes_bacterium
9c3cad3748635ef28339febd06ccd173	Bacteria	Gemmatimonadota	BD2-11_terrestrial_group	BD2-11_terrestrial_group	BD2-11_terrestrial_group	BD2-11_terrestrial_group	Gemmatimonadetes_bacterium
2cbbb4e0f7de8b65b72f61bcf1d59091	Bacteria	Gemmatimonadota	BD2-11_terrestrial_group	BD2-11_terrestrial_group	BD2-11_terrestrial_group	BD2-11_terrestrial_group	Gemmatimonadetes_bacterium
13b711c1f6606215b952ed0154453beb	Bacteria	Gemmatimonadota	BD2-11_terrestrial_group	BD2-11_terrestrial_group	BD2-11_terrestrial_group	BD2-11_terrestrial_group	Gemmatimonadetes_bacterium
da1041ead6c406381a730f58c8cfc6c0	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	Glaciecola	Glaciecola_nitratireducens
2189a641530497ce7c6ca753e9d54666	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	Chloroplast	Chloroplast	Guillardia_theta
1fb28aa76b44e454c56c8ddabf8fcbec	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	Chloroplast	Chloroplast	Gymnodinium_aureolum
1fed5010418fddf6b3468aa16907047e	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	Chloroplast	Chloroplast	Gymnodinium_aureolum
eb524a76934a95c1f2f7c2c5d848fb5d	Bacteria	Bdellovibrionota	Bdellovibrionia	Bacteriovoracales	Bacteriovoracaceae	Halobacteriovorax	Halobacteriovorax_sp.
7e7f7ca38e8c2375ff72e19ecf4c91a8	Bacteria	Bdellovibrionota	Bdellovibrionia	Bacteriovoracales	Bacteriovoracaceae	Halobacteriovorax	Halobacteriovorax_sp.
099677812c96462661f5f6d979654668	Bacteria	Bdellovibrionota	Bdellovibrionia	Bacteriovoracales	Bacteriovoracaceae	Halobacteriovorax	Halobacteriovorax_sp.
e3fd60746bf60fe66f7b29ce1aecc684	Bacteria	Bdellovibrionota	Bdellovibrionia	Bacteriovoracales	Bacteriovoracaceae	Halobacteriovorax	Halobacteriovorax_sp.
4d3a50377281676c9860c6f06bda58b8	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Halomonadaceae	Cobetia	Halomonas_sp.
b60a66ffec4e9dccc957be76dd755d9d	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Hyphomonadaceae	Hirschia	Hirschia_baltica
185f9e4d9a74f90f8d1ecf48682a4fd5	Bacteria	Cyanobacteria	Sericytochromatia	Sericytochromatia	Sericytochromatia	Sericytochromatia	Hyaloperonospora_arabidopsidis
fc44a43eb7b505bc837e5c7cc8cb0ba9	Bacteria	AncK6	AncK6	AncK6	AncK6	AncK6	hydrothermal_vent
e91e717de230afacb9a6291c5d2067c8	Bacteria	AncK6	AncK6	AncK6	AncK6	AncK6	hydrothermal_vent
1ef72a7827ffc8ca8d5c73eaeffce578	Archaea	Thermoplasmatota	Thermoplasmata	Marine_Group_II	Marine_Group_II	Marine_Group_II	hydrothermal_vent
ae6a0f2d61a65d9f97ce0befa07174db	Archaea	Thermoplasmatota	Thermoplasmata	Marine_Group_II	Marine_Group_II	Marine_Group_II	hydrothermal_vent
797ca0339cd5a51482565a761338c7f6	Archaea	Thermoplasmatota	Thermoplasmata	Marine_Group_II	Marine_Group_II	Marine_Group_II	hydrothermal_vent
24e11dc0200d869c4f3cc1f206be8fe3	Bacteria	Marinimicrobia_(SAR406_clade)	Marinimicrobia_(SAR406_clade)	Marinimicrobia_(SAR406_clade)	Marinimicrobia_(SAR406_clade)	Marinimicrobia_(SAR406_clade)	hydrothermal_vent
92812a48bc5d90a23a2436cd7ae86fdb	Bacteria	Marinimicrobia_(SAR406_clade)	Marinimicrobia_(SAR406_clade)	Marinimicrobia_(SAR406_clade)	Marinimicrobia_(SAR406_clade)	Marinimicrobia_(SAR406_clade)	hydrothermal_vent
43e37fd4112193ec98e5b293caf3967a	Bacteria	Marinimicrobia_(SAR406_clade)	Marinimicrobia_(SAR406_clade)	Marinimicrobia_(SAR406_clade)	Marinimicrobia_(SAR406_clade)	Marinimicrobia_(SAR406_clade)	hydrothermal_vent
ab90c186d365dde93fc72ef7aa53138a	Bacteria	Marinimicrobia_(SAR406_clade)	Marinimicrobia_(SAR406_clade)	Marinimicrobia_(SAR406_clade)	Marinimicrobia_(SAR406_clade)	Marinimicrobia_(SAR406_clade)	hydrothermal_vent
009257b156ab4a9dd2f0b0dd33100b7e	Bacteria	Marinimicrobia_(SAR406_clade)	Marinimicrobia_(SAR406_clade)	Marinimicrobia_(SAR406_clade)	Marinimicrobia_(SAR406_clade)	Marinimicrobia_(SAR406_clade)	hydrothermal_vent
b1918240ff0a498e4063e5d739183dfe	Bacteria	Marinimicrobia_(SAR406_clade)	Marinimicrobia_(SAR406_clade)	Marinimicrobia_(SAR406_clade)	Marinimicrobia_(SAR406_clade)	Marinimicrobia_(SAR406_clade)	hydrothermal_vent
23935d11882c410faa834c6cfded0b91	Bacteria	Marinimicrobia_(SAR406_clade)	Marinimicrobia_(SAR406_clade)	Marinimicrobia_(SAR406_clade)	Marinimicrobia_(SAR406_clade)	Marinimicrobia_(SAR406_clade)	hydrothermal_vent
15a7ca07e30d9e670dac72b0c4db889b	Bacteria	Marinimicrobia_(SAR406_clade)	Marinimicrobia_(SAR406_clade)	Marinimicrobia_(SAR406_clade)	Marinimicrobia_(SAR406_clade)	Marinimicrobia_(SAR406_clade)	hydrothermal_vent
2439458c3d20bf94dc1c1b97387d4c16	Bacteria	Marinimicrobia_(SAR406_clade)	Marinimicrobia_(SAR406_clade)	Marinimicrobia_(SAR406_clade)	Marinimicrobia_(SAR406_clade)	Marinimicrobia_(SAR406_clade)	hydrothermal_vent
73c6630c10b0ace636f86290d1ed45f2	Bacteria	NB1-j	NB1-j	NB1-j	NB1-j	NB1-j	hydrothermal_vent
28091f9ae1c1fb09583333b105299bff	Bacteria	NB1-j	NB1-j	NB1-j	NB1-j	NB1-j	hydrothermal_vent
f90b02ebafa1fc9fa0404545f4e0876a	Bacteria	NB1-j	NB1-j	NB1-j	NB1-j	NB1-j	hydrothermal_vent
5719866f2bfec7effa2905fbb7f5b97f	Bacteria	NB1-j	NB1-j	NB1-j	NB1-j	NB1-j	hydrothermal_vent
844c81f145632232f450903378a679b1	Bacteria	NB1-j	NB1-j	NB1-j	NB1-j	NB1-j	hydrothermal_vent
a294d395be06a967f9be9c24fe7a9963	Bacteria	Nitrospirota	Nitrospiria	Nitrospirales	Nitrospiraceae	Nitrospira	hydrothermal_vent
f1c2071b4e6cbe3eada29200ad37958f	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	NS5_marine_group	hydrothermal_vent
8c14284152260668849dd8b0f955f95a	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	NS5_marine_group	hydrothermal_vent
5512d5833b8090cb8f017b0095b0e102	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	NS5_marine_group	hydrothermal_vent
0a0a098662c0412856cbfe1e1b7d0fbc	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	NS5_marine_group	hydrothermal_vent
c501af851bdc4bc1d06787c106f961d4	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	NS9_marine_group	NS9_marine_group	hydrothermal_vent
2a28739b3218cdd4c006bd5c39ceb124	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	NS9_marine_group	NS9_marine_group	hydrothermal_vent
d529c204220062133dd7b6a2f67fa4ac	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	NS9_marine_group	NS9_marine_group	hydrothermal_vent
284056dd9333bfb812d1b2bb79369200	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	NS9_marine_group	NS9_marine_group	hydrothermal_vent
c9f67ce71bffc91f9850f6852a06a821	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	NS9_marine_group	NS9_marine_group	hydrothermal_vent
e4e473bd88e8c62e19c32f336744ff04	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	NS9_marine_group	NS9_marine_group	hydrothermal_vent
ce23ac371a16971e58b18044940e92c9	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	NS9_marine_group	NS9_marine_group	hydrothermal_vent
c9ff501e489fd1fc44e1c740c99a2bd8	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	NS9_marine_group	NS9_marine_group	hydrothermal_vent
e31282f4bd3d7c9bdc32a391a31a4dd1	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	NS9_marine_group	NS9_marine_group	hydrothermal_vent
8e8a0d4df308a4af4efd90fdc2622d2c	Bacteria	Proteobacteria	Gammaproteobacteria	OM182_clade	OM182_clade	OM182_clade	hydrothermal_vent
